,trial,stim,xpos,ypos,orientation
0,0,0,2.5200000000000005,4.178571428571429,180
1,0,1,-4.2,-2.507142857142857,180
2,0,2,2.5200000000000005,2.5071428571428562,270
3,0,3,4.2,-0.8357142857142854,360
4,1,0,0.8400000000000007,-0.8357142857142854,360
5,1,1,4.2,-5.85,180
6,1,2,0.8400000000000007,-4.178571428571429,270
7,1,3,4.2,4.178571428571429,360
8,2,0,-0.8399999999999999,5.85,270
9,2,1,2.5200000000000005,-2.507142857142857,180
10,2,2,0.8400000000000007,0.8357142857142854,270
11,2,3,2.5200000000000005,-5.85,360
12,3,0,-4.2,-2.507142857142857,270
13,3,1,-4.2,-4.178571428571429,180
14,3,2,-0.8399999999999999,5.85,270
15,3,3,0.8400000000000007,2.5071428571428562,360
16,4,0,0.8400000000000007,-5.85,90
17,4,1,0.8400000000000007,-0.8357142857142854,180
18,4,2,2.5200000000000005,-4.178571428571429,270
19,4,3,-2.52,-2.507142857142857,360
20,5,0,2.5200000000000005,-0.8357142857142854,180
21,5,1,-2.52,-0.8357142857142854,180
22,5,2,-2.52,5.85,270
23,5,3,-2.52,4.178571428571429,360
24,6,0,-2.52,-0.8357142857142854,90
25,6,1,-0.8399999999999999,0.8357142857142854,180
26,6,2,4.2,5.85,270
27,6,3,-2.52,-5.85,360
28,6,4,2.5200000000000005,-5.85,360
29,6,5,4.2,-0.8357142857142854,180
30,6,6,-0.8399999999999999,5.85,270
31,6,7,4.2,-2.507142857142857,360
32,7,0,0.8400000000000007,0.8357142857142854,90
33,7,1,0.8400000000000007,-2.507142857142857,180
34,7,2,2.5200000000000005,-4.178571428571429,270
35,7,3,-0.8399999999999999,5.85,360
36,7,4,2.5200000000000005,2.5071428571428562,180
37,7,5,-0.8399999999999999,4.178571428571429,180
38,7,6,4.2,0.8357142857142854,270
39,7,7,4.2,5.85,360
40,8,0,4.2,2.5071428571428562,90
41,8,1,0.8400000000000007,2.5071428571428562,180
42,8,2,4.2,-4.178571428571429,270
43,8,3,2.5200000000000005,-4.178571428571429,360
44,8,4,-2.52,5.85,360
45,8,5,0.8400000000000007,5.85,180
46,8,6,-0.8399999999999999,-4.178571428571429,270
47,8,7,4.2,-2.507142857142857,360
48,9,0,4.2,-2.507142857142857,360
49,9,1,0.8400000000000007,2.5071428571428562,180
50,9,2,4.2,4.178571428571429,270
51,9,3,-0.8399999999999999,4.178571428571429,360
52,9,4,2.5200000000000005,0.8357142857142854,180
53,9,5,2.5200000000000005,-0.8357142857142854,180
54,9,6,4.2,2.5071428571428562,270
55,9,7,0.8400000000000007,5.85,360
56,10,0,-0.8399999999999999,0.8357142857142854,90
57,10,1,4.2,0.8357142857142854,180
58,10,2,-2.52,-2.507142857142857,270
59,10,3,2.5200000000000005,5.85,360
60,10,4,-0.8399999999999999,-4.178571428571429,360
61,10,5,0.8400000000000007,4.178571428571429,180
62,10,6,-0.8399999999999999,-0.8357142857142854,270
63,10,7,4.2,-4.178571428571429,360
64,11,0,-0.8399999999999999,-0.8357142857142854,90
65,11,1,4.2,4.178571428571429,180
66,11,2,-2.52,2.5071428571428562,270
67,11,3,0.8400000000000007,5.85,360
68,11,4,2.5200000000000005,-5.85,270
69,11,5,-0.8399999999999999,5.85,180
70,11,6,2.5200000000000005,5.85,270
71,11,7,-4.2,0.8357142857142854,360
