,trial,stim,xpos,ypos,orientation
0,0,0,-0.8399999999999999,0.8357142857142854,270
1,0,1,-2.52,-4.178571428571429,180
2,0,2,0.8400000000000007,-4.178571428571429,270
3,0,3,4.2,-4.178571428571429,360
4,0,4,-4.2,-0.8357142857142854,360
5,0,5,-4.2,0.8357142857142854,180
6,0,6,2.5200000000000005,-2.507142857142857,270
7,0,7,-4.2,4.178571428571429,360
8,1,0,-4.2,-0.8357142857142854,90
9,1,1,2.5200000000000005,-5.85,180
10,1,2,-2.52,2.5071428571428562,270
11,1,3,-4.2,-2.507142857142857,360
12,2,0,-4.2,2.5071428571428562,180
13,2,1,0.8400000000000007,-0.8357142857142854,180
14,2,2,0.8400000000000007,-2.507142857142857,270
15,2,3,-4.2,0.8357142857142854,360
16,2,4,-2.52,5.85,360
17,2,5,4.2,5.85,180
18,2,6,2.5200000000000005,-0.8357142857142854,270
19,2,7,4.2,4.178571428571429,360
20,3,0,-4.2,5.85,90
21,3,1,-2.52,4.178571428571429,180
22,3,2,4.2,-5.85,270
23,3,3,2.5200000000000005,2.5071428571428562,360
24,4,0,-4.2,-0.8357142857142854,90
25,4,1,2.5200000000000005,0.8357142857142854,180
26,4,2,2.5200000000000005,2.5071428571428562,270
27,4,3,0.8400000000000007,-4.178571428571429,360
28,5,0,-4.2,-0.8357142857142854,90
29,5,1,-2.52,4.178571428571429,180
30,5,2,-4.2,-2.507142857142857,270
31,5,3,2.5200000000000005,-0.8357142857142854,360
32,6,0,-2.52,-5.85,360
33,6,1,-0.8399999999999999,-2.507142857142857,180
34,6,2,0.8400000000000007,-2.507142857142857,270
35,6,3,-2.52,-4.178571428571429,360
36,6,4,2.5200000000000005,-2.507142857142857,360
37,6,5,-4.2,5.85,180
38,6,6,2.5200000000000005,0.8357142857142854,270
39,6,7,-0.8399999999999999,-0.8357142857142854,360
40,7,0,-2.52,-0.8357142857142854,360
41,7,1,-4.2,4.178571428571429,180
42,7,2,2.5200000000000005,2.5071428571428562,270
43,7,3,2.5200000000000005,0.8357142857142854,360
44,7,4,4.2,-5.85,360
45,7,5,-2.52,0.8357142857142854,180
46,7,6,-0.8399999999999999,5.85,270
47,7,7,4.2,4.178571428571429,360
48,8,0,-4.2,0.8357142857142854,90
49,8,1,2.5200000000000005,0.8357142857142854,180
50,8,2,-4.2,-0.8357142857142854,270
51,8,3,2.5200000000000005,5.85,360
52,9,0,-2.52,2.5071428571428562,270
53,9,1,0.8400000000000007,5.85,180
54,9,2,4.2,-0.8357142857142854,270
55,9,3,2.5200000000000005,-2.507142857142857,360
56,9,4,0.8400000000000007,-0.8357142857142854,270
57,9,5,-0.8399999999999999,0.8357142857142854,180
58,9,6,0.8400000000000007,2.5071428571428562,270
59,9,7,2.5200000000000005,2.5071428571428562,360
60,10,0,-0.8399999999999999,-0.8357142857142854,90
61,10,1,-2.52,5.85,180
62,10,2,-2.52,-0.8357142857142854,270
63,10,3,4.2,0.8357142857142854,360
64,11,0,-2.52,5.85,270
65,11,1,-4.2,2.5071428571428562,180
66,11,2,2.5200000000000005,0.8357142857142854,270
67,11,3,-0.8399999999999999,-0.8357142857142854,360
68,11,4,2.5200000000000005,-4.178571428571429,360
69,11,5,0.8400000000000007,5.85,180
70,11,6,-0.8399999999999999,2.5071428571428562,270
71,11,7,0.8400000000000007,0.8357142857142854,360
