,trial,stim,xpos,ypos,orientation
0,0,0,-2.52,5.85,360
1,0,1,2.5200000000000005,2.5071428571428562,180
2,0,2,2.5200000000000005,-2.507142857142857,270
3,0,3,-2.52,-5.85,360
4,0,4,-0.8399999999999999,5.85,180
5,0,5,2.5200000000000005,4.178571428571429,180
6,0,6,0.8400000000000007,4.178571428571429,270
7,0,7,4.2,-5.85,360
8,1,0,2.5200000000000005,4.178571428571429,90
9,1,1,-4.2,-5.85,180
10,1,2,0.8400000000000007,4.178571428571429,270
11,1,3,-0.8399999999999999,-5.85,360
12,2,0,2.5200000000000005,-0.8357142857142854,90
13,2,1,-2.52,4.178571428571429,180
14,2,2,-2.52,0.8357142857142854,270
15,2,3,4.2,2.5071428571428562,360
16,3,0,0.8400000000000007,4.178571428571429,90
17,3,1,2.5200000000000005,-2.507142857142857,180
18,3,2,2.5200000000000005,-0.8357142857142854,270
19,3,3,0.8400000000000007,-4.178571428571429,360
20,4,0,4.2,-5.85,90
21,4,1,-2.52,-4.178571428571429,180
22,4,2,-2.52,4.178571428571429,270
23,4,3,2.5200000000000005,-4.178571428571429,360
24,5,0,0.8400000000000007,-5.85,90
25,5,1,4.2,5.85,180
26,5,2,-4.2,-5.85,270
27,5,3,4.2,-2.507142857142857,360
28,6,0,-4.2,0.8357142857142854,360
29,6,1,-2.52,-2.507142857142857,180
30,6,2,2.5200000000000005,2.5071428571428562,270
31,6,3,-4.2,-2.507142857142857,360
32,6,4,-0.8399999999999999,-0.8357142857142854,360
33,6,5,-4.2,-4.178571428571429,180
34,6,6,-0.8399999999999999,-4.178571428571429,270
35,6,7,0.8400000000000007,4.178571428571429,360
36,7,0,0.8400000000000007,-5.85,180
37,7,1,4.2,2.5071428571428562,180
38,7,2,0.8400000000000007,-0.8357142857142854,270
39,7,3,0.8400000000000007,-4.178571428571429,360
40,7,4,2.5200000000000005,0.8357142857142854,180
41,7,5,0.8400000000000007,0.8357142857142854,180
42,7,6,-2.52,-5.85,270
43,7,7,-0.8399999999999999,5.85,360
44,8,0,-2.52,-5.85,270
45,8,1,0.8400000000000007,5.85,180
46,8,2,-2.52,2.5071428571428562,270
47,8,3,-0.8399999999999999,-5.85,360
48,8,4,4.2,-0.8357142857142854,360
49,8,5,0.8400000000000007,-0.8357142857142854,180
50,8,6,4.2,-5.85,270
51,8,7,-0.8399999999999999,-0.8357142857142854,360
52,9,0,0.8400000000000007,-5.85,270
53,9,1,2.5200000000000005,0.8357142857142854,180
54,9,2,-0.8399999999999999,4.178571428571429,270
55,9,3,2.5200000000000005,-2.507142857142857,360
56,9,4,2.5200000000000005,2.5071428571428562,360
57,9,5,0.8400000000000007,-2.507142857142857,180
58,9,6,4.2,-0.8357142857142854,270
59,9,7,-2.52,4.178571428571429,360
60,10,0,-4.2,-4.178571428571429,360
61,10,1,-0.8399999999999999,-4.178571428571429,180
62,10,2,2.5200000000000005,4.178571428571429,270
63,10,3,4.2,-2.507142857142857,360
64,10,4,-2.52,-2.507142857142857,180
65,10,5,-0.8399999999999999,0.8357142857142854,180
66,10,6,2.5200000000000005,-2.507142857142857,270
67,10,7,2.5200000000000005,0.8357142857142854,360
68,11,0,4.2,2.5071428571428562,90
69,11,1,4.2,-4.178571428571429,180
70,11,2,-2.52,2.5071428571428562,270
71,11,3,4.2,-5.85,360
