,trial,stim,xpos,ypos,orientation
0,0,0,2.5200000000000005,-5.85,90
1,0,1,-2.52,2.5071428571428562,180
2,0,2,-4.2,-2.507142857142857,270
3,0,3,-4.2,2.5071428571428562,360
4,0,4,0.8400000000000007,-0.8357142857142854,180
5,0,5,0.8400000000000007,-2.507142857142857,180
6,0,6,-4.2,0.8357142857142854,270
7,0,7,-2.52,5.85,360
8,1,0,-4.2,-0.8357142857142854,90
9,1,1,2.5200000000000005,0.8357142857142854,180
10,1,2,-4.2,5.85,270
11,1,3,-2.52,4.178571428571429,360
12,1,4,4.2,-5.85,360
13,1,5,4.2,-0.8357142857142854,180
14,1,6,2.5200000000000005,2.5071428571428562,270
15,1,7,4.2,5.85,360
16,2,0,-4.2,-0.8357142857142854,90
17,2,1,-2.52,4.178571428571429,180
18,2,2,-4.2,-2.507142857142857,270
19,2,3,2.5200000000000005,-0.8357142857142854,360
20,3,0,-2.52,-5.85,360
21,3,1,-0.8399999999999999,-2.507142857142857,180
22,3,2,0.8400000000000007,-2.507142857142857,270
23,3,3,-2.52,-4.178571428571429,360
24,3,4,2.5200000000000005,-2.507142857142857,360
25,3,5,-4.2,5.85,180
26,3,6,2.5200000000000005,0.8357142857142854,270
27,3,7,-0.8399999999999999,-0.8357142857142854,360
28,4,0,-2.52,-0.8357142857142854,90
29,4,1,-4.2,4.178571428571429,180
30,4,2,2.5200000000000005,2.5071428571428562,270
31,4,3,2.5200000000000005,0.8357142857142854,360
32,4,4,4.2,-5.85,360
33,4,5,-2.52,0.8357142857142854,180
34,4,6,-0.8399999999999999,5.85,270
35,4,7,4.2,4.178571428571429,360
36,5,0,2.5200000000000005,0.8357142857142854,270
37,5,1,-4.2,-0.8357142857142854,180
38,5,2,2.5200000000000005,5.85,270
39,5,3,-2.52,2.5071428571428562,360
40,6,0,4.2,-0.8357142857142854,90
41,6,1,2.5200000000000005,-2.507142857142857,180
42,6,2,0.8400000000000007,-0.8357142857142854,270
43,6,3,-0.8399999999999999,0.8357142857142854,360
44,7,0,0.8400000000000007,2.5071428571428562,90
45,7,1,2.5200000000000005,2.5071428571428562,180
46,7,2,-0.8399999999999999,5.85,270
47,7,3,-0.8399999999999999,-0.8357142857142854,360
48,8,0,-2.52,5.85,360
49,8,1,-2.52,-0.8357142857142854,180
50,8,2,4.2,0.8357142857142854,270
51,8,3,-4.2,2.5071428571428562,360
52,9,0,-0.8399999999999999,-0.8357142857142854,180
53,9,1,2.5200000000000005,-4.178571428571429,180
54,9,2,0.8400000000000007,5.85,270
55,9,3,-0.8399999999999999,2.5071428571428562,360
56,9,4,0.8400000000000007,0.8357142857142854,360
57,9,5,-0.8399999999999999,-2.507142857142857,180
58,9,6,2.5200000000000005,4.178571428571429,270
59,9,7,-4.2,0.8357142857142854,360
60,10,0,0.8400000000000007,-2.507142857142857,360
61,10,1,-2.52,-2.507142857142857,180
62,10,2,-0.8399999999999999,2.5071428571428562,270
63,10,3,-2.52,-4.178571428571429,360
64,10,4,0.8400000000000007,5.85,360
65,10,5,4.2,5.85,180
66,10,6,-4.2,-2.507142857142857,270
67,10,7,-4.2,0.8357142857142854,360
68,11,0,-0.8399999999999999,0.8357142857142854,360
69,11,1,-0.8399999999999999,2.5071428571428562,180
70,11,2,4.2,0.8357142857142854,270
71,11,3,-0.8399999999999999,4.178571428571429,360
